,id,source,severity,distance(mi),description,street,city,county,state,zipcode,country,timezone,airport_code,temperature(f),wind_chill(f),humidity(%),pressure(in),visibility(mi),wind_direction,wind_speed(mph),weather_condition,amenity,bump,crossing,give_way,junction,no_exit,railway,roundabout,station,stop,traffic_calming,traffic_signal,turning_loop,sunrise_sunset,civil_twilight,nautical_twilight,astronomical_twilight,s_date,s_time,e_date,e_time,weather_time
602,A-603,Source2,2,0.01,Accident on Berea Fwy Northbound at Exits 238 239 I-480. Expect delays.,Outerbelt South Fwy W,Cleveland,Cuyahoga,OH,44135,US,US/Eastern,KCLE,37.0,28.9,89.0,30.37,10.0,North,12.7,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-11,07:46:20,2016-03-11,08:16:20,07:51:00
603,A-604,Source2,2,0.01,Accident on OH-201 Brandt Pike at Harshman Rd / Needmore Rd.,Brandt Pike,Dayton,Montgomery,OH,45424,US,US/Eastern,KFFO,45.5,40.3,98.0,30.33,10.0,NE,10.4,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2016-03-11,08:06:35,2016-03-11,08:36:35,07:58:00
604,A-605,Source2,2,0.01,Accident on Siebenthaler Ave at Philadelphia Dr. Expect delays.,W Siebenthaler Ave,Dayton,Montgomery,OH,45405,US,US/Eastern,KDAY,45.0,38.9,90.0,30.33,7.0,NNE,12.7,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2016-03-11,08:38:31,2016-03-11,09:08:31,08:56:00
605,A-606,Source2,2,0.01,Accident on OH-48 Main St at McPherson St / White Allen Ave. Expect delays.,White Allen Ave,Dayton,Montgomery,OH,45405-4929,US,US/Eastern,KDAY,45.0,38.9,90.0,30.33,7.0,NNE,12.7,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2016-03-11,08:36:58,2016-03-11,09:06:58,08:56:00
606,A-607,Source2,2,0.01,Accident on Alex Bell Rd at Portsmouth Way.,Portsmouth Way,Dayton,Montgomery,OH,45459-7909,US,US/Eastern,KMGY,46.9,23.36869565217391,80.0,30.31,8.0,NE,12.7,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-11,09:01:09,2016-03-11,09:31:09,08:53:00
607,A-608,Source2,2,0.0,Accident on Otterbein Ave at Kipling Dr.,Kipling Dr,Dayton,Montgomery,OH,45406-3915,US,US/Eastern,KDAY,45.0,38.9,90.0,30.33,7.0,NNE,12.7,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-11,09:20:22,2016-03-11,09:50:22,08:56:00
608,A-609,Source2,2,0.01,Accident on OH-202 Troy St at Chapel St.,Chapel St,Dayton,Montgomery,OH,45404-1809,US,US/Eastern,KFFO,45.9,40.8,95.0,30.34,10.0,NNE,10.4,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-11,09:12:17,2016-03-11,09:42:17,08:58:00
609,A-610,Source2,2,0.0,Accident on Burlington Ave at 1st St.,E 1st St,Dayton,Montgomery,OH,45403-1154,US,US/Eastern,KFFO,46.4,40.7,87.0,30.32,10.0,NE,12.7,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-11,09:42:23,2016-03-11,10:12:23,09:28:00
610,A-611,Source2,2,0.01,Entry ramp closed due to accident on OH-315 Innerbelt Southbound at I-70.,South Fwy S,Columbus,Franklin,OH,43215,US,US/Eastern,KCMH,45.0,40.1,80.0,30.33,10.0,NE,9.2,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-11,09:37:00,2016-03-11,11:37:00,09:51:00
611,A-612,Source2,3,0.01,Entry ramp closed due to accident on I-71 Northbound at Exit 106B I-70.,I-70 E,Columbus,Franklin,OH,43223,US,US/Eastern,KTZR,46.4,40.7,87.0,30.33,10.0,NNE,12.7,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-11,09:37:00,2016-03-11,11:37:00,09:50:00
612,A-613,Source2,2,0.01,Accident on Edwin C Moses Blvd at River Rd.,E River Rd,Moraine,Montgomery,OH,45439-1765,US,US/Eastern,KMGY,46.0,40.6,83.0,30.32,8.0,ENE,11.5,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-11,09:50:13,2016-03-11,10:20:13,09:53:00
613,A-614,Source2,2,0.01,Accident on OH-132 State Route 132 at Shiloh Rd. Expect delays.,State Route 132,Goshen,Clermont,OH,45122-9714,US,US/Eastern,KI69,49.6,23.36869565217391,82.0,30.31,10.0,NE,8.1,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-11,10:05:05,2016-03-11,10:35:05,10:13:00
614,A-615,Source2,2,0.01,Accident on Keowee St at Dixie Dr / Embury Park Rd. Expect delays.,N Dixie Dr,Dayton,Montgomery,OH,45414-5602,US,US/Eastern,KDAY,46.0,41.0,86.0,30.34,9.0,NE,10.4,Overcast,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-11,10:06:28,2016-03-11,10:36:28,09:56:00
615,A-616,Source2,2,0.0,Entry ramp closed due to accident on Princeton Ave in Franklinton.,S Princeton Ave,Columbus,Franklin,OH,43223-2241,US,US/Eastern,KTZR,48.2,23.36869565217391,76.0,30.33,10.0,ENE,5.8,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2016-03-11,10:39:00,2016-03-11,15:00:00,10:50:00
616,A-617,Source2,2,0.01,Entry ramp closed due to accident on US-40 Broad St at I-70.,W Broad St,Columbus,Franklin,OH,43223-1206,US,US/Eastern,KTZR,48.2,23.36869565217391,76.0,30.33,10.0,ENE,5.8,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-11,10:51:00,2016-03-11,15:00:00,10:50:00
617,A-618,Source2,2,0.01,Accident on OH-725 Far Hills Ave at Elmwood Dr.,W Elmwood Dr,Dayton,Montgomery,OH,45459,US,US/Eastern,KMGY,48.9,23.36869565217391,74.0,30.33,10.0,NE,10.4,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-11,11:36:04,2016-03-11,12:06:04,11:53:00
618,A-619,Source2,2,0.01,Accident on OH-252 Lorain Rd near Westview Dr.,Lorain Rd,North Olmsted,Cuyahoga,OH,44070-2051,US,US/Eastern,KCLE,37.0,31.0,89.0,30.43,10.0,North,8.1,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-11,12:18:00,2016-03-11,13:33:00,11:51:00
619,A-620,Source2,4,0.01,Entry ramp closed due to accident on OH-104 Frank Rd Northbound at I-71.,Frank Rd,Columbus,Franklin,OH,43223,US,US/Eastern,KTZR,51.8,23.36869565217391,67.0,30.34,10.0,ENE,5.8,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-11,13:18:48,2016-03-11,13:48:48,12:50:00
620,A-621,Source2,3,0.01,Delays and left lane closed due to accident on I-71 Innerbelt Southbound at Exit 108B I-670.,North Fwy S,Columbus,Franklin,OH,43201,US,US/Eastern,KCMH,55.0,23.36869565217391,51.0,30.32,10.0,Calm,9.841448058761804,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-11,14:38:00,2016-03-11,22:22:00,14:51:00
621,A-622,Source2,2,0.01,Accident on OH-315 Olentangy Fwy Southbound at Cannon Dr.,Olentangy Fwy N,Columbus,Franklin,OH,43212,US,US/Eastern,KOSU,55.9,23.36869565217391,55.0,30.31,10.0,ENE,5.8,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-11,15:30:55,2016-03-11,16:00:55,15:53:00
622,A-623,Source2,3,0.01,Accident on I-670 Northeast Fwy Eastbound at Exit 9 International Gtwy. Approach with care.,Northeast Fwy N,Columbus,Franklin,OH,43219,US,US/Eastern,KCMH,57.0,23.36869565217391,51.0,30.31,10.0,ENE,6.9,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-11,17:02:09,2016-03-11,17:47:09,16:51:00
623,A-624,Source2,3,0.01,Right lane blocked due to accident on I-270 Outerbelt Northbound at I-270 Outerbelt. Approach with care.,Outerbelt N,Dublin,Franklin,OH,43017,US,US/Eastern,KOSU,57.0,23.36869565217391,51.0,30.32,10.0,East,8.1,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-11,17:10:00,2016-03-11,22:22:00,16:53:00
624,A-625,Source2,2,0.01,Accident on US-33 3rd St at Chapel St.,E Chapel St,Columbus,Franklin,OH,43215,US,US/Eastern,KCMH,57.0,23.36869565217391,51.0,30.31,10.0,ENE,6.9,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-11,17:15:55,2016-03-11,17:45:55,16:51:00
625,A-626,Source2,3,0.01,Right lane blocked due to accident on I-71 Southbound at Exit 112 Hudson St.,North Fwy S,Columbus,Franklin,OH,43211,US,US/Eastern,KCMH,57.0,23.36869565217391,51.0,30.31,10.0,ENE,6.9,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-11,17:07:00,2016-03-11,22:22:00,16:51:00
626,A-627,Source3,3,0.01,Right lane blocked due to accident on I-70 Westbound at Exits 91 91A 91B Hilliard Rome Rd.,Hilliard Rome Rd,Columbus,Franklin,OH,43228,US,US/Eastern,KTZR,55.4,23.36869565217391,54.0,30.31,10.0,East,4.6,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-11,17:35:00,2016-03-11,23:11:00,17:50:00
627,A-628,Source3,3,0.01,L lane blocked due to accident on I-71 Southbound at Exit 113 Silver Dr.,North Fwy S,Columbus,Franklin,OH,43224,US,US/Eastern,KCMH,51.1,23.36869565217391,61.0,30.32,10.0,NE,3.5,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,2016-03-11,18:34:00,2016-03-11,22:22:00,18:51:00
628,A-629,Source2,3,0.01,Left lane closed due to accident on I-480 Westbound at Exit 20A-B I-77.,Outerbelt South Fwy W,Independence,Cuyahoga,OH,44131,US,US/Eastern,KBKL,35.1,23.36869565217391,89.0,30.25,7.0,Calm,9.841448058761804,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-12,07:03:00,2016-03-12,10:00:00,06:53:00
629,A-630,Source2,3,0.01,Right lane closed due to accident on I-77 I-76 before Exit 21A East Ave.,I-77 N,Akron,Summit,OH,44307,US,US/Eastern,KAKR,57.0,23.36869565217391,51.0,30.2,10.0,North,3.5,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-12,10:48:00,2016-03-12,14:00:00,10:54:00
630,A-631,Source2,3,0.01,Lane blocked on exit ramp due to accident on I-270 Outerbelt Westbound at Exit 27 Cleveland Ave.,Outerbelt W,Columbus,Franklin,OH,43229,US,US/Eastern,KOSU,59.0,23.36869565217391,55.0,30.17,10.0,Variable,3.5,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-12,11:55:00,2016-03-12,23:59:00,11:53:00
631,A-632,Source2,2,0.01,Accident on Nicholas Rd at Louella Ave.,Louella Ave,Dayton,Montgomery,OH,45417,US,US/Eastern,KDAY,57.0,23.36869565217391,100.0,29.74,6.0,SSW,9.2,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2016-03-14,04:23:17,2016-03-14,04:53:17,04:24:00
632,A-633,Source2,2,0.0,Accident on OH-232 State Route 232 at OH-756 State Route 756. Expect delays.,State Route 232,Moscow,Clermont,OH,45153-9709,US,US/Eastern,KI69,56.7,23.36869565217391,100.0,29.75,10.0,South,3.5,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2016-03-14,06:10:12,2016-03-14,06:40:12,06:13:00
633,A-634,Source2,2,0.01,Accident on OH-741 State Route 741 near School Driveway. Expect delays.,School Driveway,Springboro,Warren,OH,45066,US,US/Eastern,KMGY,55.9,23.36869565217391,97.0,29.74,2.5,South,10.4,Overcast,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day,2016-03-14,07:03:27,2016-03-14,07:33:27,07:05:00
634,A-635,Source2,2,0.0,Accident on Nottingham Rd at Daleview Ave.,E Nottingham Rd,Dayton,Montgomery,OH,45405-1642,US,US/Eastern,KDAY,57.0,23.36869565217391,100.0,29.74,5.0,South,8.1,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,2016-03-14,07:27:29,2016-03-14,07:57:29,07:19:00
635,A-636,Source2,2,0.01,Accident on Livingston Ave at OH-317 Hamilton Rd. Expect delays.,S Hamilton Rd,Columbus,Franklin,OH,43227-2428,US,US/Eastern,KCMH,57.2,23.36869565217391,94.0,29.75,9.0,South,5.8,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day,2016-03-14,07:31:17,2016-03-14,08:01:17,07:28:00
636,A-637,Source2,2,0.0,Accident on Mason Morrow Millgrove Rd near Columbia Rd.,Columbia Rd,Mason,Warren,OH,45040-9634,US,US/Eastern,KHAO,51.1,23.36869565217391,100.0,29.75,0.2,Calm,9.841448058761804,Fog,False,False,False,False,False,False,False,False,False,True,False,False,False,Night,Day,Day,Day,2016-03-14,07:45:42,2016-03-14,08:15:42,07:53:00
637,A-638,Source2,2,0.0,Accident on Watervliet Ave at Westfield Ave / Rosemont Blvd.,Watervliet Ave,Dayton,Montgomery,OH,45420-2543,US,US/Eastern,KFFO,57.4,23.36869565217391,100.0,29.75,6.0,South,5.8,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-14,07:56:41,2016-03-14,08:26:41,07:58:00
638,A-639,Source2,2,0.01,Accident on OH-235 State Route 235 at Herr Rd.,State Route 235,Fairborn,Greene,OH,45324-9730,US,US/Eastern,KFFO,57.4,23.36869565217391,100.0,29.75,6.0,South,5.8,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-14,07:58:00,2016-03-14,08:28:00,07:58:00
639,A-640,Source2,2,0.01,Accident on Wilmington Ave at Firwood Dr.,Firwood Dr,Dayton,Montgomery,OH,45419,US,US/Eastern,KMGY,55.9,23.36869565217391,97.0,29.75,3.0,South,6.9,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-14,08:03:00,2016-03-14,08:33:00,08:07:00
640,A-641,Source2,2,0.01,Accident on OH-48 Main St at Cedarlawn Dr.,Cedarlawn Dr,Dayton,Montgomery,OH,45415-2902,US,US/Eastern,KDAY,55.9,23.36869565217391,100.0,29.76,0.5,SSW,10.4,Overcast,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-14,08:06:40,2016-03-14,08:36:40,08:08:00
641,A-642,Source2,2,0.01,Accident on Snouffer Rd at Sawmill Rd. Expect delays.,Snouffer Rd,Dublin,Franklin,OH,43017,US,US/Eastern,KOSU,57.0,23.36869565217391,96.0,29.76,5.0,SSW,8.1,Overcast,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day,2016-03-14,08:07:27,2016-03-14,08:37:27,07:53:00
642,A-643,Source2,2,0.01,Accident on Old State Route 32 near Lori Lynn Dr. Expect delays.,Old State Route 32,Batavia,Clermont,OH,45103,US,US/Eastern,KI69,57.4,23.36869565217391,100.0,29.76,10.0,SSE,3.5,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-14,08:35:36,2016-03-14,09:05:36,08:33:00
643,A-644,Source2,2,0.01,Accident on 3rd St at Abbey Ave.,Abbey Ave,Dayton,Montgomery,OH,45417,US,US/Eastern,KDAY,57.0,23.36869565217391,100.0,29.75,0.5,SSW,9.2,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2016-03-14,09:01:50,2016-03-14,09:31:50,08:56:00
644,A-645,Source2,3,0.01,Accident on I-90 Westbound at Exits 145A 145B OH-57 Lorain Blvd. Expect delays.,Lorain Blvd,Elyria,Lorain,OH,44035,US,US/Eastern,KLPR,57.9,23.36869565217391,90.0,29.73,6.0,South,11.5,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-14,09:03:48,2016-03-14,09:33:48,08:53:00
645,A-646,Source2,2,0.01,Accident on Yankee St at Lyons Rd.,Lyons Rd,Dayton,Montgomery,OH,45458-1881,US,US/Eastern,KMGY,57.9,23.36869565217391,93.0,29.74,6.0,South,4.6,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2016-03-14,09:14:25,2016-03-14,09:44:25,09:24:00
646,A-647,Source2,2,0.0,Accident on Frazee Ave at College Dr.,Frazee Ave,Bowling Green,Wood,OH,43402,US,US/Eastern,KTDZ,57.0,23.36869565217391,89.0,29.72,4.0,SSW,9.2,Overcast,False,False,True,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day,2016-03-14,09:22:34,2016-03-14,09:52:34,08:53:00
647,A-648,Source2,2,0.01,Accident on Bridge St at Oxford Ave.,Oxford Ave,Dayton,Montgomery,OH,45406-4337,US,US/Eastern,KDAY,57.0,23.36869565217391,100.0,29.75,2.0,South,9.2,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-14,09:34:02,2016-03-14,10:04:02,09:35:00
648,A-649,Source2,2,0.0,Accident on Atchison Rd at Mallet Dr.,Mallet Dr,Dayton,Montgomery,OH,45458-9341,US,US/Eastern,KMGY,57.9,23.36869565217391,93.0,29.74,6.0,South,4.6,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-14,09:34:35,2016-03-14,10:04:35,09:24:00
649,A-650,Source2,2,0.01,Accident on Stanley Ave at I-75.,Stanley Ave,Dayton,Montgomery,OH,45404,US,US/Eastern,KFFO,60.8,23.36869565217391,100.0,29.73,10.0,East,1.2,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-14,11:15:46,2016-03-14,11:45:46,10:58:00
650,A-651,Source2,2,0.01,Accident on OH-48 Main St at Northwood Ave.,N Main St,Dayton,Montgomery,OH,45405-2406,US,US/Eastern,KDAY,62.1,23.36869565217391,86.0,29.7,2.0,SSE,6.9,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-14,13:12:57,2016-03-14,13:42:57,13:12:00
651,A-652,Source2,3,0.01,Accident on I-75 Southbound at Exit 51 Edwin C Moses Blvd.,I-75 N,Dayton,Montgomery,OH,45417,US,US/Eastern,KDAY,61.0,23.36869565217391,93.0,29.69,4.0,East,6.9,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-14,13:33:38,2016-03-14,14:18:38,13:33:00
652,A-653,Source2,2,0.01,Accident on Smithville Rd at Wayne Ave.,Wayne Ave,Dayton,Montgomery,OH,45420,US,US/Eastern,KFFO,65.8,23.36869565217391,84.0,29.63,10.0,SSW,13.8,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2016-03-14,15:02:26,2016-03-14,15:47:26,14:58:00
653,A-654,Source2,3,0.01,Accident on I-75 Northbound at Exit 44 OH-725 Miamisburg Centerville Rd. Approach with care.,I-75 N,Dayton,Montgomery,OH,45449,US,US/Eastern,KMGY,66.9,23.36869565217391,57.0,29.61,10.0,WSW,11.5,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-14,17:19:43,2016-03-14,18:04:43,16:53:00
654,A-655,Source2,3,0.01,Left lane blocked due to accident on I-75 Northbound at Exit 44 OH-725 Miamisburg Centerville Rd.,I-75 N,Dayton,Montgomery,OH,45449,US,US/Eastern,KMGY,66.0,23.36869565217391,63.0,29.62,10.0,West,8.1,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-14,17:28:00,2016-03-14,23:31:00,17:53:00
655,A-656,Source2,3,0.01,Accident on I-70 Westbound at Exit 122 OH-158 Outville Rd. Expect delays.,I-70 W,Millersport,Licking,OH,43046,US,US/Eastern,KVTA,55.9,23.36869565217391,84.0,29.77,9.0,West,11.5,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2016-03-15,06:01:06,2016-03-15,06:31:06,05:54:00
656,A-657,Source2,2,0.0,Accident on Farr Dr at Stanley Ave.,Stanley Ave,Dayton,Montgomery,OH,45404-2731,US,US/Eastern,KFFO,54.3,23.36869565217391,100.0,29.82,5.0,NW,2.3,Overcast,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day,2016-03-15,06:58:33,2016-03-15,07:28:33,06:58:00
657,A-658,Source2,2,0.01,Accident on OH-161 New Albany Expy Westbound at Sunbury Rd.,Executive Pkwy,Westerville,Franklin,OH,43081-3850,US,US/Eastern,KCMH,53.6,23.36869565217391,82.0,29.8,6.0,WNW,8.1,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,2016-03-15,07:22:02,2016-03-15,07:52:02,07:00:00
658,A-659,Source2,2,0.0,Accident on Steele Ave at Clover St.,Steele Ave,Dayton,Montgomery,OH,45410-1845,US,US/Eastern,KFFO,53.6,23.36869565217391,100.0,29.82,2.0,NNW,1.2,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-15,07:47:00,2016-03-15,08:17:00,07:48:00
659,A-660,Source2,2,0.01,Accident on Linden Ave at Smithville Rd.,S Smithville Rd,Dayton,Montgomery,OH,45410,US,US/Eastern,KFFO,54.3,23.36869565217391,100.0,29.83,1.5,North,2.3,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2016-03-15,07:56:30,2016-03-15,08:26:30,07:58:00
660,A-661,Source2,2,0.01,Accident on Sullivant Ave at Hague Ave.,Sullivant Ave,Columbus,Franklin,OH,43204-2413,US,US/Eastern,KTZR,53.6,23.36869565217391,94.0,29.83,4.0,NW,5.8,Overcast,False,False,False,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day,2016-03-15,08:06:07,2016-03-15,08:36:07,07:47:00
661,A-662,Source2,3,0.01,Left hand shoulder blocked due to accident on I-480 Westbound at Exit 20A-B I-77.,Outerbelt South Fwy W,Independence,Cuyahoga,OH,44131,US,US/Eastern,KBKL,43.0,37.7,97.0,29.81,0.8,WSW,9.2,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-15,08:13:31,2016-03-15,08:43:31,07:53:00
